Generic,Name,Company,Strength,Price
Pioglitazone + Metformin Hydrochloride,Piozena Plus,Drug International Ltd.,15 mg+500 mg,10.00
Pioglitazone + Metformin Hydrochloride,Piozena Plus,Drug International Ltd.,15 mg+850 mg,11.00
Topiramate,Piramed,Square Pharmaceuticals Ltd.,25 mg,3.01
Topiramate,Piramed,Square Pharmaceuticals Ltd.,200 mg,14.99
Ramipril,Piramil,SANDOZ (A Novartis Division),2.5 mg,7.00
Ramipril,Piramil,SANDOZ (A Novartis Division),5 mg,10.00
Piracetam,Piratam,General Pharmaceuticals Ltd.,800 mg,6.04
Piracetam,Piratam,General Pharmaceuticals Ltd.,500 mg/5 ml,151.02
Favipiravir,Piravir,ACME Laboratories Ltd.,200 mg,400.00
Favipiravir,Piravix,Radiant Pharmaceuticals Ltd.,200 mg,800.00
Diphenhydramine + Dextromethorphan + Levomenthol,Pires-D,Navana Pharmaceuticals Ltd.,(14 mg+6.5 mg+2 mg)/5 ml,80.00
Guaifenesin + Levomenthol + Diphenhydramine,Pires-M,Navana Pharmaceuticals Ltd.,(100 mg+1.1 mg+14 mg)/5 ml,80.00
Chlorpheniramine Maleate,Piriton,GlaxoSmithKline,4 mg,0.50
Chlorpheniramine Maleate,Piriton,GlaxoSmithKline,2 mg/5 ml,22.00
Mupirocin,Piroban,Navana Pharmaceuticals Ltd.,2% w/w,140.00
Mupirocin,Pirocin,Medicon Pharmaceuticals Ltd.,2% w/w,130.67
Spirulina,Pirulin,Radiant Pharmaceuticals Ltd.,500 mg,10.00
Pitavastatin Calcium,Pitavas,Aristopharma Ltd.,2 mg,10.00
Oxytocin,Pitocin,Chemist Laboratories  Ltd.,5 IU/ml,15.00
Oxytocin,Pitocin DS,Chemist Laboratories  Ltd.,10 IU/ml,25.00
Pizotifen,Pitofen,Medicon Pharmaceuticals Ltd.,0.5 mg,2.95
Pitavastatin Calcium,Pivalo,Square Pharmaceuticals Ltd.,2 mg,10.03
Pitavastatin Calcium,Pivasta,Eskayef Bangladesh Ltd.,2 mg,10.00
Pivmecillinam,Pivcilin,Rangs Pharmaceuticals Ltd.,200 mg,12.03
Pivmecillinam,Pivicil,General Pharmaceuticals Ltd.,200 mg,12.09
Apixaban,Pixan,Globe Pharmaceuticals Ltd.,2.5 mg,15.00
Apixaban,Pixan,Globe Pharmaceuticals Ltd.,5 mg,25.00
Apixaban,Pixorel,Incepta Pharmaceuticals Ltd.,2.5 mg,15.00
Apixaban,Pixorel,Incepta Pharmaceuticals Ltd.,5 mg,25.00
Glipizide,Pizide,Kemiko Pharmaceuticals Ltd.,5 mg,2.00
Pizotifen,Pizo-A,ACME Laboratories Ltd.,0.5 mg,3.01
Pizotifen,Pizo-A,ACME Laboratories Ltd.,1.5 mg,7.04
Pizotifen,Pizofen,Navana Pharmaceuticals Ltd.,0.5 mg,3.01
Pizotifen,Pizofen TS,Navana Pharmaceuticals Ltd.,1.5 mg,7.02
Pizotifen,Pizotin,Nipa Pharmaceuticals Ltd.,0.5 mg,3.00
Pizotifen,Pizotin,Nipa Pharmaceuticals Ltd.,1.5 mg,7.00
Pioglitazone,Pizzi,United Chemicals & Pharmaceuticals Ltd.,15 mg,5.07
Vitamin B complex,Placent-B,Navana Pharmaceuticals Ltd.,,0.51
Vitamin B complex,Placent-B,Navana Pharmaceuticals Ltd.,,35.11
Multivitamin & Multimineral,Placent-M,Navana Pharmaceuticals Ltd.,,1.80
Aluminium Hydroxide + Magnesium Hydroxide,Placid,Salton Pharmaceuticals Ltd.,250 mg+400 mg,1.02
Clopidogrel Bisulphate,Pladex,Unimed Unihealth MFG. Ltd.,75 mg,12.00
Clopidogrel + Aspirin,Pladex-A,Unimed Unihealth MFG. Ltd.,75 mg+75 mg,12.50
Clopidogrel Bisulphate,Plagrin,Renata Limited,75 mg,11.01
Clopidogrel + Aspirin,Plagrin Plus,Renata Limited,75 mg+75 mg,12.01
Calcipotriol,Planex,Incepta Pharmaceuticals Ltd.,0.005% w/w,250.00
Betamethasone + Calcipotriol,Planex Plus,Incepta Pharmaceuticals Ltd.,0.05%+0.005%,380.00
Hydroxyethyl Starch + Sodium Chloride,Plasmasol,Orion Infusion Ltd.,6%+0.9%,654.41
Hydroxyethyl Starch + Sodium Chloride,Plasmex,Beacon Pharmaceuticals Ltd.,6%+0.9%,654.41
Cisplatin,Platinex,Beacon Pharmaceuticals Ltd.,1 mg/ml,250.00
Clopidogrel Bisulphate,Plator,Innova Pharma (Albion Laboratories),75 mg,14.17
Clopidogrel + Aspirin,Plator Plus,Innova Pharma (Albion Laboratories),75 mg+75 mg,15.35
Cisplatin,Platosin,Pharmachemie BV,1 mg/ml,"1,687.00"
Clopidogrel + Aspirin,Plavas Plus,Concord Pharmaceuticals Ltd.,75 mg+75 mg,12.04
Vitamin B complex,Plexivit,Syntho Laboratories Ltd.,,20.80
Multivitamin & Multimineral,Plexivit M,Syntho Laboratories Ltd.,,1.00
Dapoxetine Hydrochloride,Plezer,Delta Pharma Ltd.,30 mg,20.00
Paracetamol,PM,Reliance Pharmaceuticals Ltd.,120 mg/5 ml,20.00
Paracetamol + Caffeine,PM Plus,Reliance Pharmaceuticals Ltd.,500 mg+65 mg,1.50
Pnenmococcal Polysaccharide Conjugated Vaccine,Pneumo 23,Sanofi Bangladesh Ltd.,0.5 ml,"1,926.88"
Cefpodoxime Proxetil,Podo,Kemiko Pharmaceuticals Ltd.,100 mg,22.07
Cefpodoxime Proxetil,Podo,Kemiko Pharmaceuticals Ltd.,40 mg/5 ml,98.29
Cefpodoxime Proxetil,Podoxi,Chemist Laboratories  Ltd.,40 mg/5 ml,90.00
Propofol,Pofol,Popular Pharmaceuticals Ltd.,200 mg/20 ml,250.00
Multivitamin & Cod Liver Oil,Pogo,Healthcare Pharmacuticals Ltd.,,90.00
Paracetamol,Pol,Globe Pharmaceuticals Ltd.,500 mg,0.80
Paracetamol,Pol,Globe Pharmaceuticals Ltd.,120 mg/5 ml,20.56
Paracetamol + Caffeine,Pol Plus,Globe Pharmaceuticals Ltd.,500 mg+65 mg,2.00
Levocetirizine Dihydrochloride,Polan,Globe Pharmaceuticals Ltd.,5 mg,3.00
Pioglitazone + Metformin Hydrochloride,Polimet,Rephco Pharmaceuticals Ltd.,15 mg+500 mg,8.00
Pioglitazone + Metformin Hydrochloride,Polimet,Rephco Pharmaceuticals Ltd.,15 mg+850 mg,10.00
Metformin Hydrochloride,Polimet,Concord Pharmaceuticals Ltd.,500 mg,4.00
Metformin Hydrochloride,Polimet,Concord Pharmaceuticals Ltd.,850 mg,6.00
Cotrimoxazole [Sulphamethoxazole + Trimethoprim],Politrim,ACME Laboratories Ltd.,400 mg+80 mg,1.43
Cotrimoxazole [Sulphamethoxazole + Trimethoprim],Politrim,ACME Laboratories Ltd.,(200 mg+40 mg)/5 ml,21.65
Cotrimoxazole [Sulphamethoxazole + Trimethoprim],Politrim DS,ACME Laboratories Ltd.,800 mg+160 mg,2.64
Prednisolone + Neomycin Sulphate + Polymixin B Sulphate,Poly-Pred,Eskayef Bangladesh Ltd.,(5 mg+3.5 mg+10000 IU)/ml,223.75
Cephradine,Polycef,Renata Limited,250 mg,6.52
Cephradine,Polycef,Renata Limited,500 mg,12.54
Cephradine,Polycef,Renata Limited,125 mg/5 ml,90.00
Cephradine,Polycef,Renata Limited,125 mg/1.25 ml,62.00
Cephradine,Polycef,Renata Limited,500 mg/vial,65.00
Cephradine,Polycef,Renata Limited,1 gm/vial,90.00
Cephradine,Polycef DS,Renata Limited,250 mg/5 ml,132.00
Hydrocortisone + Neomycin Sulphate + Polymixin B,Polycort,Gaco Pharmaceuticals Ltd.,(10 mg+3400 Units+10000 Units)/ml,45.14
Dexamethasone + Neomycin Sulphate + Polymyxin B Sulphate,Polydex-N,Aristopharma Ltd.,(1 mg+3500 IU+6000 IU)/ml,90.00
Povidone Iodine (Mouthwash & Topical),Polydin,Chemist Laboratories  Ltd.,10%w/v,700.00
Iron Polymaltose Complex + Folic Acid + Zinc Sulfate,Polyfiz,Globe Pharmaceuticals Ltd.,47 mg+0.5 mg+22.5 mg,3.50
Prednisolone + Neomycin Sulphate + Polymixin B Sulphate,Polyforte,Aristopharma Ltd.,(5 mg+3.5 mg+10000 IU)/ml,150.00
Polyethylene Glycol + Propylene Glycol,Polygel,Ibn-Sina Pharmaceuticals Ltd.,0.4%+0.3%,150.00
Lactulose,Polylac,Silco Pharmaceutical Ltd.,3.35 gm/5 ml,N/A
Bacitracin Zinc + Polymyxin B Sulfate,Polymix,Opso Saline Ltd.,(500 IU+10000 IU)/gm,35.12
Gramacidin + Neomycin + Polymixin B,Polymix G,Opso Saline Ltd.,(25 IU+1700 IU+5000 IU)/ml,30.10
Hydrocortisone + Neomycin Sulphate + Polymixin B,Polymix H,Opso Saline Ltd.,(10 mg+3400 Units+10000 Units)/ml,40.13
Aceclofenac,Polynac,Leon Pharmaceuticals Ltd.,100 mg,4.00
Polyethylene Glycol + Propylene Glycol,Polypro,Pacific Pharmaceuticals Ltd.,0.4%+0.3%,150.00
Cephalexin,Polyrex,Silco Pharmaceutical Ltd.,500 mg,N/A
Iron Polymaltose Complex,Polyron,ACI Limited,50 mg/5 ml,40.12
Polyethylene Glycol + Propylene Glycol,Polysol,Apex Pharmaceuticals Ltd.,0.4%+0.3%,150.00
Iron Polymaltose Complex + Vitamin B Complex + Zinc,Polytamin,NIPRO JMI Pharma Ltd.,,50.15
Coal Tar Solution,Polytar,Stiefel Laboratories Ltd.,1%,650.00
Oxytetracycline + Polymixin B Sulphate,Polytetra,Pharmadesh Laboratories Ltd.,3%+0.013%,25.00
Bacitracin Zinc + Polymyxin B Sulfate,Polytracin,Ibn-Sina Pharmaceuticals Ltd.,(500 IU+10000 IU)/gm,65.00
Cefixime Trihydrate,Polyxim,Leon Pharmaceuticals Ltd.,200 mg,34.99
Cefixime Trihydrate,Polyxim,Leon Pharmaceuticals Ltd.,400 mg,49.98
Cefixime Trihydrate,Polyxim,Leon Pharmaceuticals Ltd.,100 mg/5 ml,194.92
Cefixime Trihydrate,Polyxim DS,Leon Pharmaceuticals Ltd.,200 mg/5 ml,319.87
Ponatinib,Ponatinix,Beacon Pharmaceuticals Ltd.,15 mg,656.60
Ponatinib,Ponatinix,Beacon Pharmaceuticals Ltd.,45 mg,"1,937.60"
Aceclofenac,Ponos,One Pharma Ltd.,100 mg,5.00
Desogestrel,POP-D,Incepta Pharmaceuticals Ltd.,75 mcg,2.14
Isopropyl Alcohol + Hydrogen Peroxide + Glycerol,Porishkar,Naafco Pharma Ltd.,75%+0.125%+1.45%,50.00
Levonorgestrel,Postinor,City Overseas Ltd.,0.75 mg,40.00
Potassium Citrate + Citric Acid,Potacit,Healthcare Pharmacuticals Ltd.,(1500 mg+250 mg)/5 ml,200.00
Potassium Chloride,Potassium Chloride,Essential Drugs Company Ltd.,600 mg,N/A
Povidone Iodine (Mouthwash & Topical),Povicidal,Drug International Ltd.,5% w/w,40.01
Povidone Iodine (Mouthwash & Topical),Poviclean,Greenland Pharmaceuticals Ltd.,10%w/v,28.00
Povidone Iodine (Mouthwash & Topical),Poviclean,Rephco Pharmaceuticals Ltd.,5% w/w,25.00
Povidone Iodine (Mouthwash & Topical),Povidex,Healthcare Pharmacuticals Ltd.,6% w/w,50.00
Povidone Iodine (Mouthwash & Topical),Povidex,Healthcare Pharmacuticals Ltd.,5% w/w,55.00
Povidone Iodine (Mouthwash & Topical),Povidine,Alco Pharma Ltd.,5% w/w,34.10
Povidone Iodine (Mouthwash & Topical),Povidon,Eskayef Bangladesh Ltd.,10%w/v,55.00
Povidone Iodine (Mouthwash & Topical),Povidon,Eskayef Bangladesh Ltd.,5% w/w,40.00
Povidone Iodine (Mouthwash & Topical),Povidon-I,Ziska Pharmaceuticals Ltd.,10%w/v,100.00
Povidone Iodine (Mouthwash & Topical),Povidone,Amico Laboratories Ltd.,10%w/v,31.59
Povidone Iodine (Mouthwash & Topical),Povidone,Amico Laboratories Ltd.,6% w/w,22.00
Povidone Iodine (Mouthwash & Topical),Povidone-Iodine,Essential Drugs Company Ltd.,10%w/v,31.49
Povidone Iodine (Mouthwash & Topical),Povigerm,Edruc Ltd.,5% w/w,25.00
Povidone Iodine (Ophthalmic),Povilect,Kemiko Pharmaceuticals Ltd.,5%,90.01
Povidone Iodine (Mouthwash & Topical),Povimed,MedRx Life Science Ltd.,10%w/v,35.00
Povidone Iodine (Mouthwash & Topical),Povimed,MedRx Life Science Ltd.,6% w/w,50.00
Povidone Iodine (Mouthwash & Topical),Povin,Opsonin Pharma Ltd.,10%w/v,99.96
Povidone Iodine (Mouthwash & Topical),Povin,Opsonin Pharma Ltd.,5% w/w,15.10
Povidone Iodine (Mouthwash & Topical),Povin,Opsonin Pharma Ltd.,1%w/v,35.00
Povidone Iodine (Ophthalmic),Povin,Opsonin Pharma Ltd.,5%,89.96
Povidone Iodine (Mouthwash & Topical),Povisep,Jayson Pharma Ltd.,5% w/v,25.07
Povidone Iodine (Mouthwash & Topical),Povisep,Jayson Pharma Ltd.,10% w/v,55.17
Povidone Iodine (Mouthwash & Topical),Povisep,Jayson Pharma Ltd.,6% w/w,22.07
Povidone Iodine (Mouthwash & Topical),Povisep,Jayson Pharma Ltd.,1% w/v,35.11
Povidone Iodine (Mouthwash & Topical),Povisep,Jayson Pharma Ltd.,5% w/w,30.09
Povidone Iodine (Surgical Scrub),Povisep,Jayson Pharma Ltd.,7.5% w/v,325.98
Povidone Iodine (Ophthalmic),Povisep,Jayson Pharma Ltd.,1.25%,48.33
Povidone Iodine (Mouthwash & Topical),Povisep,Jayson Pharma Ltd.,10%,80.24
"Vitamin B1, B6 & B12",Povital,ACI Limited,100 mg+200 mg+200 mcg,8.00
"Vitamin B1, B6 & B12",Povital,ACI Limited,(100 mg+100 mg+1 mg)/3 ml,25.17
Povidone Iodine (Mouthwash & Topical),Povitic,Benham Pharmaceuticals Ltd.,10%w/v,100.00
Multivitamin & Multimineral [A-Z gold preparation],Power Gold,The White Horse Pharma,,5.93
Multivitamin & Multimineral [A-Z silver preparation],Power Silver,The White Horse Pharma,,6.92
Ceftriaxone,Powercef,Chemist Laboratories  Ltd.,250 mg/vial,98.00
Ceftriaxone,Powercef,Chemist Laboratories  Ltd.,500 mg/vial,130.00
Ceftriaxone,Powercef,Chemist Laboratories  Ltd.,1 gm/vial,187.00
Ceftriaxone,Powercef,Chemist Laboratories  Ltd.,2 gm/vial,300.00
Ceftriaxone,Powercef,Chemist Laboratories  Ltd.,1 gm/vial,187.00
Amino Acid + D-Sorbitol + Electrolytes,Powersol,General Pharmaceuticals Ltd.,5%,351.06
Omeprazole,PPI,ACME Laboratories Ltd.,20 mg,5.01
Omeprazole,PPI,ACME Laboratories Ltd.,40 mg,8.03
Omeprazole,PPI,ACME Laboratories Ltd.,40 mg/vial,90.00
Pralidoxime Chloride,Pradox,Beacon Pharmaceuticals Ltd.,1000 mg/ml,501.50
Pralidoxime Chloride,Pralidot,Globe Pharmaceuticals Ltd.,1000 mg/ml,500.00
Pralidoxime Chloride,Pralidox,Incepta Pharmaceuticals Ltd.,1000 mg/ml,500.00
Pantoprazole,Pramax,Concord Pharmaceuticals Ltd.,20 mg,4.01
Pantoprazole,Pramax,Concord Pharmaceuticals Ltd.,40 mg,6.02
Imipramine,Pramin,Incepta Pharmaceuticals Ltd.,25 mg,2.00
Repaglinide,Prandil,Unimed Unihealth MFG. Ltd.,1 mg,3.00
Prasugrel Hydrochloride,Prapid,Drug International Ltd.,5 mg,12.05
Prasugrel Hydrochloride,Prapid,Drug International Ltd.,10 mg,20.10
Prasugrel Hydrochloride,Prasulet,Beacon Pharmaceuticals Ltd.,5 mg,12.04
Prasugrel Hydrochloride,Prasulet,Beacon Pharmaceuticals Ltd.,10 mg,20.06
Prasugrel Hydrochloride,Prasurel,Incepta Pharmaceuticals Ltd.,5 mg,8.21
Prasugrel Hydrochloride,Prasurel,Incepta Pharmaceuticals Ltd.,10 mg,20.00
Prasugrel Hydrochloride,Prasuva,Beximco Pharmaceuticals Ltd.,5 mg,12.00
Prasugrel Hydrochloride,Prasuva,Beximco Pharmaceuticals Ltd.,10 mg,20.00
Omeprazole,Prazo,Pacific Pharmaceuticals Ltd.,20 mg,5.00
Omeprazole Magnesium,Prazo,Pacific Pharmaceuticals Ltd.,20 mg,2.50
Omeprazole,Prazole,Renata Limited,20 mg,5.00
Pantoprazole,Prazolin,Rephco Pharmaceuticals Ltd.,20 mg,4.00
Pantoprazole,Prazolin,Rephco Pharmaceuticals Ltd.,40 mg,6.00
Prazosin Hydrochloride,Prazolok,Square Pharmaceuticals Ltd.,1 mg,4.00
Prazosin Hydrochloride,Prazolok,Square Pharmaceuticals Ltd.,2 mg,6.00
Omeprazole,Prazomax,Social Marketing Company,20 mg,4.00
Omeprazole,Prazomax,Social Marketing Company,40 mg,6.00
Prazosin Hydrochloride,Prazopress,Unimed Unihealth MFG. Ltd.,1 mg,4.00
Prazosin Hydrochloride,Prazopress,Unimed Unihealth MFG. Ltd.,2 mg,6.00
Prazosin Hydrochloride,Prazopress ER,Unimed Unihealth MFG. Ltd.,2.5 mg,10.00
Prazosin Hydrochloride,Prazopress ER,Unimed Unihealth MFG. Ltd.,5 mg,15.00
Omeprazole,Prazover,Veritas Pharmaceuticals Ltd.,20 mg,5.01
Omeprazole,Prazover,Veritas Pharmaceuticals Ltd.,40 mg,8.03
Omeprazole Magnesium,Prazover DR,Veritas Pharmaceuticals Ltd.,20 mg,4.02
Pregabalin,Prebalin,General Pharmaceuticals Ltd.,25 mg,8.00
Pregabalin,Prebalin,General Pharmaceuticals Ltd.,50 mg,12.03
Pregabalin,Prebalin,General Pharmaceuticals Ltd.,75 mg,16.11
Pregabalin,Prebalin,General Pharmaceuticals Ltd.,150 mg,30.20
Calcium Carbonate,Precal,Premier Pharmaceuticals Ltd.,500 mg,75.90
Calcium Carbonate,Precal,Premier Pharmaceuticals Ltd.,500 mg,2.53
Calcium Carbonate [Elemental] + Vitamin D3,Precal-D,Premier Pharmaceuticals Ltd.,500 mg+200 IU,150.00
Calcium Carbonate [Elemental] + Vitamin D3,Precal-D,Premier Pharmaceuticals Ltd.,500 mg+200 IU,5.00
Multivitamins & Multiminerals [A-Z prenatal preparation],Precare,Incepta Pharmaceuticals Ltd.,,5.00
Atenolol,Precinol,Doctor’s Chemical Works Ltd.,50 mg,0.73
Clopidogrel Bisulphate,Preclot,Popular Pharmaceuticals Ltd.,75 mg,12.00
Clopidogrel + Aspirin,Preclot AS,Popular Pharmaceuticals Ltd.,75 mg+75 mg,12.00
Prednisolone,Precodil,Opsonin Pharma Ltd.,5 mg,1.72
Prednisolone,Precodil,Opsonin Pharma Ltd.,10 mg,3.24
Prednisolone,Precodil,Opsonin Pharma Ltd.,20 mg,6.26
Prednisolone,Precodil,Opsonin Pharma Ltd.,5 mg/5 ml,65.19
Prednisolone,Precodil,Opsonin Pharma Ltd.,15 mg/5 ml,80.27
Prednisolone,Precodil,Opsonin Pharma Ltd.,2 mg,0.75
Losartan Potassium,Precon,Radiant Pharmaceuticals Ltd.,50 mg,10.00
Losartan Potassium + Hydrochlorothiazide,Precon Plus,Radiant Pharmaceuticals Ltd.,50 mg+12.5 mg,10.50
Prednisolone Acetate,Pred,Eskayef Bangladesh Ltd.,1%,100.00
Prednisolone,Pred,Eskayef Bangladesh Ltd.,5 mg,1.72
Prednisolone,Pred,Eskayef Bangladesh Ltd.,10 mg,3.23
Prednisolone,Pred,Eskayef Bangladesh Ltd.,20 mg,6.26
Prednisolone Acetate,Predflam,General Pharmaceuticals Ltd.,1%,99.96
Fexofenadine Hydrochloride,Predine,Premier Pharmaceuticals Ltd.,120 mg,7.00
Methyl Prednisolone,Predixa,Unimed Unihealth MFG. Ltd.,4 mg,6.00
Methyl Prednisolone,Predixa,Unimed Unihealth MFG. Ltd.,8 mg,12.00
Methyl Prednisolone,Predixa,Unimed Unihealth MFG. Ltd.,16 mg,24.00
Prednisolone,Prednelan,GlaxoSmithKline,5 mg,1.70
Prednisolone,Prednelan,GlaxoSmithKline,20 mg,4.02
Methyl Prednisolone,Prednisolone,Ambee Pharmaceuticals Ltd.,5 mg,1.20
Prednisolone,Prednivet,Techno Drugs Ltd.,7.5 mg/ml,106.61
Prednisolone Acetate,Prednol,Reman Drug Laboratories Ltd.,1%,100.00
Prednisolone Acetate,Prednol,Reman Drug Laboratories Ltd.,1%,100.00
Paracetamol,Preduet,Silva Pharmaceuticals Ltd.,500 mg,0.80
Paracetamol,Preduet,Silva Pharmaceuticals Ltd.,120 mg/5 ml,16.34
Paracetamol,Prefer,Marksman Pharmaceuticals Ltd.,500 mg,0.55
Paracetamol,Prefer,Marksman Pharmaceuticals Ltd.,120 mg/5 ml,12.00
Repaglinide,Prefid,The White Horse Pharma,1 mg,2.97
Carbonyl Iron + Folic Acid + Zinc Sulfate,Preg-CI,ACI Limited,50 mg+0.50 mg+61.80 mg,4.00
Pregabalin,Pregaba,Opsonin Pharma Ltd.,50 mg,14.00
Pregabalin,Pregaba,Opsonin Pharma Ltd.,75 mg,18.00
Pregabalin,Pregaba,Opsonin Pharma Ltd.,150 mg,34.00
Pregabalin,Pregaba,Opsonin Pharma Ltd.,25 mg,10.00
Pregabalin,Pregaben,Incepta Pharmaceuticals Ltd.,25 mg,8.00
Pregabalin,Pregaben,Incepta Pharmaceuticals Ltd.,50 mg,12.00
Pregabalin,Pregaben,Incepta Pharmaceuticals Ltd.,75 mg,16.00
Pregabalin,Pregaben,Incepta Pharmaceuticals Ltd.,150 mg,30.00
Pregabalin,Pregabid,Innova Pharma (Albion Laboratories),25 mg,9.58
Pregabalin,Pregabid,Innova Pharma (Albion Laboratories),50 mg,15.35
Pregabalin,Pregabid,Innova Pharma (Albion Laboratories),75 mg,18.89
Pregabalin,Pregacap,Concord Pharmaceuticals Ltd.,50 mg,12.00
Pregabalin,Pregacap,Concord Pharmaceuticals Ltd.,75 mg,16.00
Pregabalin,Pregadel,Delta Pharma Ltd.,50 mg,10.00
Pregabalin,Pregadel,Delta Pharma Ltd.,75 mg,15.00
Pregabalin,Pregalex,Sharif Pharmaceuticals Ltd.,75 mg,16.04
Pregabalin,Pregalex,Sharif Pharmaceuticals Ltd.,50 mg,11.03
Pregabalin,Pregan,Navana Pharmaceuticals Ltd.,50 mg,11.03
Pregabalin,Pregan,Navana Pharmaceuticals Ltd.,75 mg,16.05
Pregabalin,Pregaran,Rangs Pharmaceuticals Ltd.,25 mg,8.00
Pregabalin,Pregaran,Rangs Pharmaceuticals Ltd.,50 mg,12.00
Pregabalin,Pregaran,Rangs Pharmaceuticals Ltd.,75 mg,16.00
Pregabalin,Pregavax,Centeon Pharma Ltd.,50 mg,13.01
Pregabalin,Pregavax,Centeon Pharma Ltd.,75 mg,17.00
Pantoprazole,Pregel,Healthcare Pharmacuticals Ltd.,40 mg/vial,90.00
Pantoprazole,Pregel,Healthcare Pharmacuticals Ltd.,20 mg,5.00
Pantoprazole,Pregel,Healthcare Pharmacuticals Ltd.,40 mg,7.00
Carbonyl Iron + Folic Acid,Pregmin,Rangs Pharmaceuticals Ltd.,50 mg+0.5 mg,2.41
Carbonyl Iron + Folic Acid + Zinc Sulfate,Pregmin-Z,Rangs Pharmaceuticals Ltd.,50 mg+0.50 mg+61.80 mg,3.01
Iron Polymaltose Complex + Folic Acid + Zinc + Vitamin B-Complex,Pregnacare,Amico Laboratories Ltd.,,3.00
Iron + Folic Acid + Vitamin B Complex + Vitamine C + Zinc Sulfate,Pregneed,Chemist Laboratories  Ltd.,,3.00
Iron + Folic Acid + Vitamin B Complex + Vitamine C + Zinc Sulfate,Pregnid,Navana Pharmaceuticals Ltd.,,3.61
Ferrous Sulfate + Folic Acid + Zinc Sulfate Monohydrate,Pregtal,Prime Pharmaceuticals Ltd.,150 mg+0.5 mg+61.8 mg,3.00
Iron + Folic acid + Vitamin B complex + Vitamin C,Pregvit,Beximco Pharmaceuticals Ltd.,,3.00
Allystrenol,Prelab,ACI Limited,5 mg,8.02
Pregabalin,Prelica,Radiant Pharmaceuticals Ltd.,50 mg,14.49
Pregabalin,Prelica,Radiant Pharmaceuticals Ltd.,75 mg,18.99
Pregabalin,Prelica,Radiant Pharmaceuticals Ltd.,25 mg,10.00
Pregabalin,Prelin,Drug International Ltd.,25 mg,8.05
Pregabalin,Prelin,Drug International Ltd.,50 mg,11.05
Pregabalin,Prelin,Drug International Ltd.,75 mg,16.05
Pregabalin,Prelin,Drug International Ltd.,150 mg,30.10
Metoprolol Tartrate,Preloc,Opsonin Pharma Ltd.,50 mg,2.00
Desloratadine,Prelora,Premier Pharmaceuticals Ltd.,5 mg,2.50
Conjugated Estrogens,Premarin,Wyeth-Ayerst Laboratories,0.625 mg,11.50
Ginkgo Biloba,Premelos,Incepta Pharmaceuticals Ltd.,60 mg,7.00
Ginkgo Biloba,Premelos,Incepta Pharmaceuticals Ltd.,120 mg,11.00
Ondansetron,Premesis,Globe Pharmaceuticals Ltd.,4 mg,4.50
Ondansetron,Premesis,Globe Pharmaceuticals Ltd.,8 mg,10.00
Ondansetron,Premesis,Globe Pharmaceuticals Ltd.,4 mg/5 ml,40.00
Ondansetron,Premesis,Globe Pharmaceuticals Ltd.,8 mg/4 ml,25.00
Metronidazole,Premet,Premier Pharmaceuticals Ltd.,400 mg,1.50
Conjugated Estrogens,Premicon,Techno Drugs Ltd.,0.625 mg,15.07
Azithromycin,Premier's Azithromycin,Premier Pharmaceuticals Ltd.,500 mg,30.00
Repaglinide,Premil,Beximco Pharmaceuticals Ltd.,0.5 mg,2.00
Repaglinide,Premil,Beximco Pharmaceuticals Ltd.,1 mg,3.00
Repaglinide,Premil,Beximco Pharmaceuticals Ltd.,2 mg,5.00
Paracetamol,Premol,Premier Pharmaceuticals Ltd.,500 mg,0.80
Paracetamol + Caffeine,Premol Plus,Premier Pharmaceuticals Ltd.,500 mg+65 mg,1.50
Folic Acid + Zinc Sulfate Monohydrate,Premum,Radiant Pharmaceuticals Ltd.,5 mg+20 mg,4.00
Iron + Folic acid + Vitamin B complex + Vitamin C,Prenat Plus,Healthcare Pharmacuticals Ltd.,,4.00
Ferrous Sulfate + Folic Acid + Zinc Sulfate Monohydrate,Prenat-CI,Healthcare Pharmacuticals Ltd.,150 mg+0.5 mg+61.8 mg,4.00
Iron Polymaltose Complex + Folic Acid + Zinc + Vitamin B-Complex,Prenat-XL,Healthcare Pharmacuticals Ltd.,,3.50
Carbonyl Iron + Folic Acid + Zinc Sulfate,Prenatal,Silva Pharmaceuticals Ltd.,50 mg+0.50 mg+61.80 mg,2.91
Carbonyl Iron + Folic Acid + Zinc Sulfate,Preneed-CI,Incepta Pharmaceuticals Ltd.,50 mg+0.50 mg+61.80 mg,4.00
Ciprofloxacin,Preofloxin,Premier Pharmaceuticals Ltd.,500 mg,10.00
Ciprofloxacin,Preofloxin,Premier Pharmaceuticals Ltd.,250 mg/5 ml,100.00
Ulipristal Acetate [For uterine fibroids],Preroid,Renata Limited,5 mg,40.00
Omeprazole,Presec,Unimed Unihealth MFG. Ltd.,40 mg,7.00
Omeprazole,Presec,Unimed Unihealth MFG. Ltd.,20 mg,4.00
Omeprazole,Presectil,Premier Pharmaceuticals Ltd.,20 mg,4.00
Aceclofenac,Preservin,Ibn-Sina Pharmaceuticals Ltd.,100 mg,5.00
Aceclofenac,Preservin SR,Ibn-Sina Pharmaceuticals Ltd.,200 mg,7.00
Losartan Potassium + Hydrochlorothiazide,Preslo-H,Labaid Pharma Ltd.,50 mg+12.5 mg,8.03
Losartan Potassium,Preslo-L,Labaid Pharma Ltd.,25 mg,4.51
Losartan Potassium,Preslo-L,Labaid Pharma Ltd.,50 mg,8.02
